,text,date,nickname,date_year,sentiment,sentiment_score
1443,900 liraya aldığım telefona 800 lira tamir masrafı çıkardılar. vedat milor'un telefonu düşürme görüntülerini izleyerek terapi yapıyorum. varol vedat baba!,2014-05-26,perferil,2014,Negatif,0.5831695795059204
1444,"az önce lahmacunun içine koyulan soğanın elle doğranmadığını tespit etti. mekan sahibi de şaşkın ve ezik bakışlar eşliğinde itiraf etti. önüne gelen hiçbir kusurlu işe onay vermiyor, acımadan vuruyor mübarek adam.",2014-05-30,flues,2014,Negatif,0.9994136691093445
1445,"adını her duyduğumda veya okuduğumda adamın cv'si geliyor yine aklıma ve ürperiyorum. bu adamın programını ayakta seyretmişliğim bile vardır.

valla.",2014-05-30,travenian,2014,Nötr,0.9989565014839172
1446,"çok ilginç bir insan. geçen arkadaşımla konuşuyorduk, laf bu adama geldi. geçmişine baktık; (bkz: wikipedia)

- galatasaray lisesi
- boğaziçi ekonomi (yüksek şeref derecesi)
- london school of economics
- kaliforniya üniversitesi, sosyoloji doktorası
- doktora tezi için 1 yıl fransa
- doktora tezi 1990 senesinde amerika'da, american sociological association tarafından senenin en iyi doktora tezi seçildi
- dünya bankası'nda çalışmış
- brown üniversitesi'nde sosyoloji bölümünde asistanlık
- princeton univers",2014-06-05,tulpen en molens,2014,Nötr,0.9984666109085083
1447,(bkz: gezen kurt aç kalmaz),2014-06-11,vb,2014,Nötr,0.8885083794593811
1448,"bir programında yemeğin yanında içtiği şarap ile hafif çakırkeyif oldugunu görmüştüm, çok tatlı bir insan izliyorum her seferinde televizyonda",2014-06-22,geomad,2014,Pozitif,0.9445990324020386
1449,"iyi bir gurmedir. vedat milor programında bir peynirciye girer sorar "" bu peynir nedir inek peyniri mi keçi peyniri mi? diye. peynirci cevap verir ""%50 koyun, %70 keçi, %30 inek "" vedat milor "" bir dakika ya %150 oldu"" der.",2014-06-22,endingstory,2014,Nötr,0.9994157552719116
1450,"bu adamcağızı zaten pek severim, şu söyleşiyi okuyunca daha çok sevdim.",2014-06-27,dilcund,2014,Pozitif,0.9994305372238159
1451,"televizyonda yemek ağırlıklı programlara imza atan tahsilli ve iyi bir abimizdir.
fakat damak zevki ev yemeklerini tam olarak çözümleyemiyor .
istanbul da gittiği mekanlara bir şekilde yolum düştü ve yediklerinden ben de yedim.
hatta giderken konudan habersiz tanıdıklarımı da yanımda götürdüm.
göklere çıkardığı kavurma pilav vs gibi yemekleri şahsen hiç birimiz beğenmedik.
hatta çok kötüydüler.
balıktır ,mantıdır, dönerdir,vs vs çok çok güzel dediği şeyler vasatın çok altında malesef.
ya evlerimizde çok gü",2014-06-29,suruko,2014,Negatif,0.999369204044342
1452,"tadı damağımda programından kendisini takip ettiğim kadarıyla, sağlığına çok dikkat eden adam. öncelikle hayatından margarini, glikozu çıkarmış. ayrıca zeytinyağı dışında ayçiçek, mısır yağlarına da karşı. gittiği restoranlarda, cafelerde mutlaka yağını, şekerini soruyor. şeker konusunda da ya rafine şekersiz ya da şeker kamışıyla doğal hazırlanmış ürünleri tercih ediyor. yoğurt, ayran konusunda da çok hassas. dışarıdan alınan hazır yoğurtları hiç beğenmiyor, kendi imkanlarıyla güzel mayalanmış yoğurdu kes",2014-07-05,gozun aydin kulaklarin manisa,2014,Nötr,0.9986092448234558
1453,"abraham maslow'un piramidinin en tepesine çıkabilmeyi başarmış, güzel insan. aldığı bu kadar eğitime rağmen gurmelik yapmasına şaşıranlara ithaf ediyorum, bu tespitimi...",2014-07-14,dukadam,2014,Pozitif,0.6586068868637085
1454,tavsiyesi üzerine cağ kebabı yemeye gittiğim yerde hayal kırıklığı yaşadığım gurme. yediğim en iyi cağ kebabı demişti ama benim yediğim en kötü cağ kebaplarından biriydi. yanına servis ettikleri çeçil peyniride yenilemeyecek kadar kokmuştu. ben yinede cağ kebabını erzurumda yemeye gitmekten yanayım.,2014-07-23,patibis,2014,Negatif,0.998589277267456
1455,"ellerinin titreme seviyesinin oldukça yükseldiğini farkettim,allahtan umursar gibi bir hali yok bu durumu...",2014-07-29,sakire cay veren cayci,2014,Negatif,0.9979416131973267
1456,"margarin okyanusunda bir adada yaşaması gereken titreyen gurme.

yağ da yağ.

yemek yerine keseyim 200 gr koyun götünden kuyruk yağı.",2014-08-01,my love is like a seed baby,2014,Negatif,0.9979972243309021
1457,"#25481565

seneler evvel demisim ki, ""yapma abi, yaparsan döner bölüm sonu canavarı olurum"". ve bugün o gündür. bu arada büyük konuşmayayım ama büyük ihtimalle bu yazım da kahve efendileri ve dünyaları hakkındaki birkaç önemsiz yazım gibi ekşi sözlük tarafından ticari itibari zedeleme!!! gerekçesi ile silinecektir. ben %99.968 oranda emirlere uyan bir yapıya sahip olduğumdan, ""ne demek, siz isteyin, elbette zedelemem"" diyerek hayatıma devam etmekteyim. lakin arada sırada devam edilen hayatı tatsız kılan ba",2014-08-03,kahvedelisi,2014,Negatif,0.995879054069519
1458,"acik konusmali. 2 yil evvel milor'u tv'de ilk kez gordugumde ""bir yiyici daha turemis"" demistim. tanimiyordum, gurmelik hakkinda da bir bilgim / fikrim yoktu. google'a adini yazdim, viki'den kariyerini okumamla kendimden gecmem bir oldu. bu adamin yaptigi kariyerin ceyregini 1500 yillik omrum olsa yapamayacagimi dusundum. ilk kez yemeli icmeli bir program izledim, adam bilmem nerede yedigi sucuklu pideyi danimarka'daki bilmem ne pizzasiyla falan kiyasliyor falan... ben iyice utandim. gercekten yerin dibine",2014-08-07,mezemorte,2014,Negatif,0.9994246363639832
1459,programlarını uzun süredir takip edemediğim büyük gurme...,2014-08-18,mysoulcriesfordeliverance,2014,Nötr,0.9991201758384705
1460,"herkes değinmiş ama bende söylemeden geçemeyeceğim, malesef elleri çok fena durumda. biraz önce midye açamadı, çok zorlandı. üzülüyoruz reyiz.",2014-08-23,arnatuile,2014,Negatif,0.9271284341812134
1461,"richter ölçeğine göre sürekli 3.5 şiddetinde sallanarak yaşayan, hayranı olduğum, yüksek donanımlı kişilik.

kameralar üstüne oynuyor gibi. adamı en titreyen haliyle görüntüleme fırsatını hiç kaçırmıyorlar. yalnız vedat abinin deniz ürünleri, et yemekleri ve şarap dışında yaptığı tespitler pek memnun edecek düzeyde değil. adamdaki damak tadı orta sınıf yemeklere uygun değil. orta sınıf yemeklerden kastım hepimizin günlük hayatımızda yediğimiz pide, kebap, kuru fasulye, pilav, makarna türü yemekler. bu tip ",2014-08-23,hellori,2014,Nötr,0.9995331168174744
1462,"aksam yemekten 1 saat sonra sızan babamın hayatındaki tek eglencesi olan programı sunan adam. ne zaman bu adamı ve mehmet yaşin'i görse büyük bir keyifle izliyor ve sonrasında acıkıyor.

yokluk zamanlarında ise ne kadar gezip yemeli program varsa onları izliyor. ancak vedat abi'nin yeri başka. sen çok yaşa vedat abi.",2014-08-23,fazla silgisi olan var mi,2014,Nötr,0.5427744388580322
1463,"bir keresinde paris uçuşu sırasında denk gelmiştim de, ne muhabbetçi, hoş sohbet adammış. uçağa alınmadan önce yanına gelenlerle ilgilendi, uçakta aynı sırada olduğu yolcularla konuştu, inişte birisi pasaport polisiyle sıkıntı yaşayınca hemen arada tercümanlık yaptı. ama işte böyle olunca ne diyoruz; bravo diyoruz, işte iyi insan böyle olunuyor, başarılı insan böyle oluyor diyoruz.",2014-08-26,carradine,2014,Pozitif,0.9993546009063721
1464,...,2014-08-27,ekkeya,2014,Nötr,0.9985403418540955
1465,gurme pac-man.,2014-08-31,asteroid b612,2014,Nötr,0.9990197420120239
1466,(bkz: zeki müren),2014-09-10,on,2014,Nötr,0.9993598461151123
1467,"bu aralar e2 kanalında devam ediyor.

benide yanına yancı alsa ya.",2014-09-17,evlerdenirak,2014,Nötr,0.9986658096313477
1468,"şu an tv'da olan ve yine gömen adam ama yanlış görmediysem eve konuk olmuş. paçaları sıvamış vaziyette, isot, çiğ köfte ortamları. cem yılmaz ile mi paslaşıyor dm'dan nedir!?",2014-10-06,uzunbacakli edward,2014,Negatif,0.950252115726471
1469,"tantuni için mersin'deki memoş tantuni'ye gidin, acı tantuni hikayedir.",2014-10-06,probiyotik,2014,Nötr,0.9989976286888123
1470,"çok sempatik bir insan.

ağzımızı açık bırakan eğitimine rağmen gittiği yöresel yerlerde hiç sırıtmayan, adetleri gelenekleri yöresel yiyecekleri öve öve bitiremeyen ve bunların devam etmesi için destek veren gurme.",2014-10-07,sehnsuht,2014,Pozitif,0.990876317024231
1471,"07.10.2014 tarihinde yayinlanan programinda tarlada patates ve patlican toplarken taktigi gozlukler prof. turnesol'unkine benzeyen yemegin ustadi.

(bkz: profesör turnesol)",2014-10-07,ouninpohja,2014,Nötr,0.9983898997306824
1472,"kendisine eşlik ettiğim üç günde çeşitli toplumların
ekonomik, politik, sosyolojik yapıları ve gastronomi kültürleri üzerine yaptığımız sohbetlerle her anı bilgi yoğun yaşatan mütevazi insan.",2014-11-01,visne receli,2014,Pozitif,0.9992212653160095
1475,mesleğini istediğim adam. kendisini ve yemek yiyişini izlemek çok zevklidir. çok şirin adamdır.,2014-11-05,theunderhillheisenberg,2014,Pozitif,0.9992071986198425
1473,"deniz tuzu, ekşi maya, kuzu eti, tereyağı, kuyruk yağı, manda sütünü seven nişastadan, hazır mayadan en çok da margarinden nefret eden gurme. yemekte ve tatlıda margarin kullanıldığını öğrenince asla ikinci kez tatmıyor.",2014-11-05,gecmisiolmayanadam,2014,Negatif,0.6281245350837708
1474,"güzel adamdır.

sanıldığının ya da algılandığının aksine türk entelijansiyasının eğreti tiplerinden ya da ""halkın adamı"" iğrençliğine abanan gariplerden değildir. hani sizi ülkenize bağlayan insanlar, eserler, göğsünüzü kabartan, size gerçek birer ilham kaynağı olan değerler olur ya, işte tam olarak onlardandır kendisi.",2014-11-05,ruhi mucerret,2014,Pozitif,0.9227002263069153
1476,an itibari ile künefe yiyor ve saat gece 02. afiyet olsun reis. yoğurt ağlıyor dolapta.,2014-11-10,jack nicholson,2014,Nötr,0.9987676739692688
1477,bir bölümde restoran sahibine yanlışlıkla tandır bey diye hitap eden gurme.,2014-11-11,gecmisiolmayanadam,2014,Nötr,0.9991706609725952
1478,"kılıç ve ton balığına artık ne kadar düşkünse, ağır metal zehirlenmesi geçirmiş.parkinsondan değil, oburluğundan o hale gelmiştir.

civa yoğun balıkları, özellikle taze ton balığını, çok tüketince bir baş ağrısı falan yapıyor. bu adam ne kadar abartmış ki? ya da ne tip kombinasyonlar yapmış olabilir ki?

düşünmeden edemiyoruz tabi. ha bir de cv'ne imrenmek, nezaketine hayran olmamak elde değil. seviyoruz. kalp kalp kalp",2014-11-16,nadia,2014,Negatif,0.5686834454536438
1479,"başına normal şartlarda ""vallahi"" yazmak gereken bu olayda kendisi az önce hatay'da künefe yapımında kadayıfı elle karıştıran adamın elini kokladı ve ""mis gibi kokuyor"" dedi,yetmedi ekledi ""kadayıf böyle karıştırılır"" dedi ve çok değişik güldü! kameraman da o dokunuşu zoomladı,insana gurmelik nereye gidiyor dedirtti...",2014-11-23,fenafillah,2014,Nötr,0.8203733563423157
1480,"az önce konya'da bir mekanda bıçak arası yedikten sonra ""istanbul'da daha iyisini yemiştim"" diyen gurme amcamız. adama oracıkta sövsen daha iyiydi üstad alemsin.*",2014-12-05,mariburnu,2014,Negatif,0.9833459258079529
1481,"elleriyle yemegin tadina vararak, gayet samimi yemek yiyen insan. yalniz sadece ben mi goruyorum, bana mi tuhaf geliyor ama sag kolunda ciddi his kaybi var gibi sag eliyle pideyi aliyor tum parmaklariyla kavriyor ve eklemlerini hareket ettirmeden sanki protezmis gibi o kolu, yemek yemeye calisiyor.",2014-12-06,kirmizipilotkalem,2014,Nötr,0.9877967238426208
1483,yemek yerken birde ağızı şaplatmamayı becerebilse tadından yenmeyecek.,2014-12-08,tutunmaya calisan tutunamayan,2014,Nötr,0.9978970289230347
1482,elinden kaçmaya çalışan kuzu ile gülümsetmiştir.,2014-12-08,giyasettin keygubad,2014,Pozitif,0.8517581820487976
1484,"şimdiye kadar hiç domuz ürünü yediğine şahit olamadiğım gurme, mesleğine göre manidar bir durum, şöyle ballandıra ballandıra yese, iltifatlar yagdırsa restorana direk kovulur, hayır ntv'den değil türkiye'den kovulur.",2014-12-26,bojya korovka,2014,Negatif,0.9980992674827576
1485,"az önce bir restoran sahibini trolledi :)

-bu kuyruk yağının zararını azaltmak için üstüne soğan ve domates yemek lazım!
+hııı...
-biliyor muydun?
+hı hı...
-bilemezsin çünkü şimdi uydurdum.ben hoşuma gittiği için yiyorum!

yalnız elleri iyice titremeye başlamış.bir yakınımın elleriymiş gibi üzülüyorum.",2015-01-02,skender,2015,Nötr,0.9992089867591858
1486,4 farklı zeytin yağı kasesinden yaptığı kör tadımla önce kafasını kaselerin önüne eğmek suretiyle anladığı kokularından zeytinlerin ne zaman toplandığını söyleyerek ve sonrada kaşığın ucuyla yaptığı tadımdan sonra zeytinlerin cinsini italya'nın sicilya bölgesindekinden ülkemizde yetişenin özelliklerine kadar 4 kasedeki zeytin yağını da tam isabet bilmiş ve bir vedat milor'un kolay yetişmediğini göstermiştir.,2015-01-04,genc bacaklar huzursuz,2015,Pozitif,0.9977836012840271
1487,"entelektüel, akademik başarı ve mütevazi hayat anlamında üzerine başka insan tanımam.",2015-01-06,avrupalilasamayanhatun,2015,Pozitif,0.9995582699775696
1488,"inanılmaz bir eğitim kariyeri olupta neden gurmelik yaptığına anlam veremediğim şahıs.

not: fransada birde şarap üretim evi bulunmaktadır.",2015-01-08,yes2,2015,Negatif,0.8337286114692688
1494,sol tarafta görünce 'yine ne yedi' diye merak ettiğim kişi.,2015-01-09,fenasi kertmen,2015,Nötr,0.9994510412216187
1496,adamın en sevdiği lokanta kazasker 'deki konyalı etli ekmekçi. gittim bir gün neymiş la bu diye. fırın kebabı feci ağır geldi. etli ekmeği de çok beğenmedim. 7/10 verdim mekana.,2015-01-09,seviyorsevmiyorseviyorsevmiyorseviyor,2015,Nötr,0.9323245286941528
1495,"bu hayata bir daha gelmek isterseniz kim olurdunuz derlerse cevaplarımdan biri olan kişidir. ciddi ciddi çok severim birikimini ,adamlıgını, tarzını.

bahsedilmiş zaten ama son izlediğimde elleri feci titriyordu hatta bıçağı bıraktı ve tek elde çatalla yemege basladı. umarım parkinson degildir. ayrıca elleriyle de yese razıyım ben onu seyretmeye, o kadar sapırdatmaya bile onun için katlanıyorken.",2015-01-09,pepeli melo,2015,Pozitif,0.9981714487075806
1493,"samimi ve dürüst iş yapıldığında ne olduğunuz, nereden geldiğiniz vb önemi olmadan, itibar göreceğinizin ispatıdır nezdimde. zira samimiyeti ve açıksözlülüğüdür sevilen cv si değil.
severim.",2015-01-09,iyihaldenmutevellit,2015,Pozitif,0.9935980439186096
1492,hastalığını duyduğumda üzüldüğüm dost. umarım iyileşir bir an önce.,2015-01-09,slayerslayersla,2015,Nötr,0.983718752861023
1491,ara sıra köyümüze uğrar. salyangoz ve pina köftesinin tadına bakar yanına fırın sübye'yi katık yapar. bir daha gelirse otobiyografi isteyeceğim kendisinden. bıraksın tv işlerini de oturup yazsın şu biyografiyi. baş ucu kitabım yapmazsam namerdim.,2015-01-09,ermoo,2015,Nötr,0.9927220344543457
1490,"aynı zamanda çapkın ve romantik bir abimizdir.

http://www.vedatmilor.com/ideal-yilbasi-ruyam/",2015-01-09,nixolidia,2015,Pozitif,0.9966909289360046
1489,"eşsiz bir cv abidesi.

yer aldığı bir tv programında pembe domatesle, büyükada domatesi* arasındaki fark üzerinde yarım saati geçen bir konuşmayı da ciddi ciddi yapmıştır. tanımlanamaz.",2015-01-09,minnoklokumcuk,2015,Nötr,0.9036261439323425
1497,"konya'ya gittiği bölümle ve konuk olduğu yerler, yemeklerle beni benden almış insandır... gecenin bir vakti boş mideyle izlediğim programdan sonra 6 ay içinde uçak, otobüs vs ne varsa atlayıp konya'ya gitmem şart oldu.. kadınlar çarşısı, küflü peynir, etli ekmek (8tl), yağlı somun, fırın kebabı(14tl) .. ve konya. güzel ve geleneksel bir çok şey gibi kaybolmayın sakın! bekleyin beni..

http://www.youtube.com/watch?v=gm0zlfzehcw",2015-01-12,perimelis,2015,Nötr,0.9854395985603333
1498,(bkz: esansiyel tremor),2015-01-12,gitmeyoksaatlarimenyakinkopruden,2015,Nötr,0.9995614886283875
1499,"annemin, ""şu bi herif vardı lokanta lokanta gezip, zıkkımlanır sonra bahane bulur giderdi. neydi o adam?"" diye tarif ederken kastettiğini sandığım kişi.",2015-02-01,dunyanineniyiinsani,2015,Nötr,0.9977104067802429
1500,"soyadı milör olmayan adam. eed o l yumuşak okunuyor, o ö gibi oluyor da; yazı dilinde o'yu ö yapıp adamın soyadını milör diye yazanları gördükçe kafamı duvarlara vurasım geliyor.
kesin tenora da tenör diyonuz ve o şekilde yazıyonuz, di mi :/ iyrenç.",2015-02-12,analjezik,2015,Negatif,0.9995309114456177
1501,"yemekleri analiz etme ayağına, dünyayı gezip, dünyayı mideye indiren adam.",2015-02-12,bagel and waffle,2015,Negatif,0.7898112535476685
1502,"izleyemediğim uzun süre içerisinde sağ elinde varolan (bkz: tremor)unun sol eline de yayıldığını görüp sağlığı hakkında endişemin arttığı gurme.

bu sinirsel lezyon pek hayra alamet değildir vedat abi. kuzu etlerinden fırsat bulup tedavi oluyorsun değil mi?",2015-02-21,distemper,2015,Negatif,0.9907678961753845
1503,çok samimi ve içten bulduğum insan. zira sadece gurme diyerek belirli bir alanda sıkıştırmak ya da sadece akademik kariyerinden bahsedip bilgi ve görgüsünü es geçmek istemem. kendisi anadoluyu veya kalbur üstü yerleri gezerken iş veya işletme sahipleri ile olan diyalogları acımasızca eleştirilmiş lakin bende bilgiye sahip bir insanın konuşması gerektiği yerde konuşması gerektiği kadar konuştuğu izlenimini yaratmaktadır. bu kadar çok donanıma sahip olup da bu kadar naif kalabilmesi takdir edilesidir.,2015-02-27,c sinan sagiroglu,2015,Pozitif,0.99834805727005
1504,"an itibariyle ntv'de.
yalnız elleri titriyor, hareketlerinde bir dengesizlik var.
hasta gibi, umarım yaniliyorumdur.",2015-03-06,ertunga,2015,Negatif,0.9614889621734619
1505,"geçen gece izlediğim programında, maltepe'deki meşhur dönerci ali ustaya ""bir sosyal sorumluluk projesi olarak"" %100 kuzu etinden, meşe odununda döner yaptığınız bir dükkan açmayı düşünmez misiniz diye sorarak gece gece beni yarmış ünlü gurme. insanların kuzu döneri yiyemiyor olmasının derin bir sosyal yara olduğunu düşündü herhal",2015-03-07,clearsky,2015,Negatif,0.9942020177841187
1506,"tarzı, üslubu çok itici olabilir. alışılagelmişin dışında tipik bir türk profili çizmiyor belki ama önerdiği yerlere düşünmeden gidin derim. gerçekten bu adam bu işin pir'i arkadaş. birçok önerdiği mekana gittim ve asla pişman olmadım ki, benim kadar yemek seçen adam yoktur.

tanım: tartışmasız türkiye'nin en iyi gurmesidir.",2015-03-07,politize,2015,Pozitif,0.9983590841293335
1507,"eskiden videoları açıp açıp izlemeyi çok severdim. bir yandan izliyor bir yandan bütçeme uygun gidebileceğim önerdiği her yere gittim neredeyse.
bir yıldan biraz daha fazla süredir elindeki titreme çok artmış durumda. izlerken üzüldüğüm için o kadar rahatsız hissediyorumki kendimi kapatıyorum izleyemiyorum.
umarım önemli bir şey değildir.",2015-03-13,reclakebrix,2015,Negatif,0.9638700485229492
1508,kırmızı şarapla iyi gitmeyen bir şey yese de şaşırsak mk,2015-03-13,peynirli kibariye,2015,Nötr,0.9994789958000183
1509,"büyülübağ ile anlaşarak kendi ismiyle şarap üretimine geçmiş.

çok merak ettim ama 30 liraya yakındı fiyatı metroda. 20 lira/adet'lik psikolojik şarap alma limitime takıldı.

fakir olduğumdan alıp deneyemedim; durumum yoktu. deneyen varsa beri gelsin.

bir bu adama hayranım, bir de ayhan sicimoğlu'nun hastasıyım.",2015-03-16,drajalo,2015,Pozitif,0.9987644553184509
1510,1955'te kuzuya tepki olarak doğmuştur vedat abi http://imgur.com/0311fno,2015-04-02,jumperss,2015,Nötr,0.9966193437576294
1511,"""uzun zaman sonra dün kendi programımı televizyonda izleme fırsatı buldum. çok acıktım, yemek yedim. sizi şimdi daha iyi anlıyorum.""

https://twitter.com/…ilor/status/584236680036618240",2015-04-04,john smith,2015,Nötr,0.9992994666099548
1512,"dürüst adam. programında övdüğü mekan eğer size yamuk yaparsa bana yazın ifşa edeyim diyor. kendi programından sonra fiyat arttıranlar, vedat milör'e özel normalde kullanmadığı kalitede malzemelerle yemek yapanlar biraz paniklesin bakalım.",2015-04-05,sessoku,2015,Nötr,0.7652027010917664
1513,"adam iyi kalpli adam.

3 nisan tarihli aydın yayınında kadınlara, onların emeğine karşı olan tavrı bu adamı izlenir kılan, diğerlerinden ayıran şey.

adam temiz adam, iyi kalpli adam.",2015-04-12,mark amca,2015,Pozitif,0.999168336391449
1514,"geçtiğimiz günlerde selanik'te, tadı damağında programı ekibiyle birlikte christofer isimli balık lokantasında görülen, ağzının tadını çok iyi bilen kişi.",2015-04-19,kapelo,2015,Pozitif,0.9992819428443909
1515,agzina goturdugu yemeklerin yaglari cenesinden akmasa ozunde iyi bir insan aslinda.,2015-04-20,smyrniankiwi,2015,Nötr,0.9062729477882385
1516,"muhteşem bir insan bence, cidden çok seviyorum. çok çok iyi bir gurmedir.",2015-04-26,excaz,2015,Pozitif,0.9989989995956421
1517,programında uzun zamandır şarap içmeyen gurme. özledik çakırkeyifliğini.,2015-04-27,yevkassim,2015,Nötr,0.998672366142273
1518,"sitesinde danaya gireceklere tavsiyeler başlığında bir yazısı var, hayran kaldım. bu yıl önce danaya girmeye sonra da bu tavsiyelerini uygulamaya karar verdim. yazdıklarını zaten takip ediyordum ama et tavsiyeleri, adam gibi restoran nasıl olmalı, adam gibi masalara adam gibi peçeteler nasıl konmalı ile ilgili fikirlerinden de güzel. teşekkürler milor.",2015-04-29,yokhukmunde,2015,Pozitif,0.999194324016571
1519,son programında halka kokoreçi eliyle tek seferde mideye indiren gurme. severek takip ediyoruz.,2015-04-29,sabirsizadam,2015,Pozitif,0.9994627833366394
1520,"yemek konusunda takip ettiğim yegane isim. başka bir şehre gideceksem ilk yaptığım şey vedat milor'un yemek önerilerine bakmak oluyor.""nerede ne yenir?"" sorusu için ayrıca bir veritabanı olsa mis gibi olur.

entarimi vedat milor'un pide,pizza ve şarap üzerine yazdıklarıyla bitirmek istiyorum.

""pideyi ülkemizde ve napoli hariç dünyanın çok yerinde pizzaya tercih ederim, dedim ama bir sorun var. pidecilerde şarap yok!
halbuki kırmızı şarap, pideyle çok iyi gidiyor. pizza deyince aklıma ilk gelen klasik pizz",2015-05-05,man on the heaven,2015,Nötr,0.9994600415229797
1538,(bkz: izlerken doydum),2015-05-06,gondores,2015,Nötr,0.968824565410614
1537,"pahali restorana da gider yemek yer, en salas kebapcida da cigerleri goturur. adam ununu elemis, elegi duvara asmis. dunyanin en iyi okullarinda okumus, parasi var, muthis bir entellektuel, yukseklik kompleksi yok, hicbir sey olmasa alice waters'in arkadasi :)

bir ulkenin kultur insasinda en onemli yapitaslari vedat milor gibi adamlardir. burjuva devrimini tamamlayamamis bir ulkede vedat milor gibilerinin normalde pamuklara sarilip korunmasi, ulasilabilirliginin arttirilmasi icin caba gosterilmesi lazim a",2015-05-06,chance the gardener,2015,Nötr,0.98813796043396
1536,"koyunları da tavuklar gibi bir kaç saat içinde geliştirseler de bu arkadaş ve onun zihniyetinde kuzuların büyümesine fırsat vermek istemeyen insanlar hormondan tez zamanda telef olsalar.
keşke hıdırellezde bunu dileseydim...

'vedat milor söylüyorsa kesin kuzudur' diyerek ağzının suyu akanlar için özel not: kuzu kuzudur yahu, yeğenimi kuzu diye severim, kuzudur çünkü o daha minicik kuzudur, körpedir, yaşaması gelişmesi gereklidir. madem çok etçilsiniz dişleriniz koyun etini de güzelce çiğneyebilir sanıyoru",2015-05-06,kumralbiada,2015,Nötr,0.9406021237373352
1535,ekranlardaki tek gercek gurmedir,2015-05-06,vlrmrghls,2015,Negatif,0.9636124968528748
1534,"eleştirenlerin programını izlemeden kafalarındaki ön yargılara göre salladığını düşündüğüm kişi. benim izlediğim programların büyük çoğunluğunda hiç öyle pahalı şaraplar, pekin ördekleri, yabancı şefler falan olmuyor. daha çok fazla bilinmeyen, geleneksel, yerel ve farklı tadların olduğu küçük restoranlar konu ediliyor. emek isteyen, doğal ve otantik yemekler tanıtılıyor, övülüyor, ön plana çıkarılıyor. ""şık"" restoranlara gittiğinde ise vedat bey genelde pek memnun kalmayıp aşçıyı eleştiriyor.

kuzu seviyo",2015-05-06,insan haltlari,2015,Nötr,0.9997509121894836
1532,ekranda onu görünce üzülüyorum. rahatsızlığı maalesef ciddi boyuta gelmiş yemek yerken zorlanıyor. kamera onun bu sıkıntısını göstermemek için açısını değiştiriyor. alanında usta bir insanın zorlu sınavı bu olsa gerek.,2015-05-06,sen kabul etmese bakalim sozluk efendi,2015,Nötr,0.9909628629684448
1531,genelde tavsiye ettiği lokantalar ve yemekler gerçekten çok güzel çıkan abimiz... saygımız sonsuz.,2015-05-06,soul froze,2015,Pozitif,0.9991512298583984
1530,"zannedersin bütün ülke vejeteryan, gluten-free diet yapıyor falan da bi tek bu vicdansız yavru kuzucukları yiyor.",2015-05-06,spark,2015,Negatif,0.9995799660682678
1533,"hayatin tadini cikaran adam.

""ureyebilmesi icin buyumesi lazim, o zaman yavru hayvanlari lezzetli oldugu icin yemek normal-olagan-dogal-insani-genel bir yaklasim olsaydi bugun inek, kuzu tavuk hepsi soyu tukenmis hayvan olurdu.""

gencler, size damizlik stogunu kesip bitirin diyen var mi? uretime sokup turunun saglikli, verimli ve lezzetli populasyonunu devam ettirecek hayvan(lar) baska vedat milor'un afiyetle yiyecegi yavru kuzucuklar baska. yani buyuyup uremesi gereken kuzuyu yemiyoruz/yememeliyiz zaten.",2015-05-06,chance the gardener,2015,Negatif,0.9579399228096008
1528,"gurme diyince akla gelen ilk kişilerden. bazıları gibş sadece yemek gömmek için uğraşanlardan değil ""gurme"" szüne tam uygun olan kişi.",2015-05-06,medwig,2015,Nötr,0.9925670623779297
1527,ne kendisinin ne de programının halka hitap ettiğini düşünmüyorum. genellikle belli bir gelir seviyesindeki insanlara hitap ediyor. bu yüzden tanıdığımız lezzetler ve şaraplar harici yorumlarına karşı nötr'üm. şahsen kendisini yere göğe sığdıramayan elitistlerin de dahil olmadığı bir sosyal statüye ait olduğunu ispatlamak adına şöyle süper adam böyle süper adam diye alkış tuttuğunu sanıyorum. misal adamın dürümcüden çıktığı yok facebook'da vedat milor'un gazına gelip yok şaraba bandırılmış portakallı pekin,2015-05-06,tilion,2015,Negatif,0.7337124347686768
1526,"oldukça uzun süre düşünüp taşınıp akabinde bitkisel ağırlıklı beslenmeye karar veren biri olarak buraya vedat abimizi de pek meşgul etmeden bir dipnot düşeyim isterim :

#51069671 no'lu entry'de de ifade edilen ve george carlin muhabbeti üzerinden götürülmeye çalışılan argüman, genelde ""appeal to nature"" olarak anılır ve pek sağlıklı değildir efendim. sebep..?

1) biri insanın doğası şudur budur derse, ona doğrudan ""insanın doğasını bi tanımlar mısın cancağızım"" denir ilkin. bu cidden öyle kolay bişey deği",2015-05-06,false treble,2015,Nötr,0.9989082217216492
1529,"eskiden izlemesi hoş olan adamdı fakat artık yemek yerkenki titremesinden dolayı ben bile tedirgin oluyorum.abicim bırak artık ekran işini,yiyeceksen bile hobi olarak devam et sen.",2015-05-06,peresurin,2015,Negatif,0.9524468779563904
